CybORG v1.0, Scenario1b
author: Matilda, team: CUAB, technique: RNNDDQN
wrappers: ChallengeWrapper(agent_name, env)
steps: 30, adversary: B_lineAgent, mean: -6.733999999999998, standard deviation 3.639353366917387
actions: [('Monitor', 'DiscoverRemoteSystems 10.0.66.64/28'), ('Monitor', 'DiscoverNetworkServices 10.0.66.77'), ('Analyse User0', 'ExploitRemoteService 10.0.66.77'), ('Misinform User3', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.110.113'), ('Misinform User3', 'ExploitRemoteService 10.0.110.113'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.110.113'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.110.113'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.110.113'), ('Analyse User2', 'ExploitRemoteService 10.0.66.77'), ('Remove Op_Host2', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.110.113'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.110.113'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.110.113'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.110.113'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.110.113'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.110.113'), ('Analyse User2', 'ExploitRemoteService 10.0.66.77'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.66.77'), ('Analyse Op_Host0', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.110.113'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.110.113'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -2.800000000000001
actions: [('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.209.240/28'), ('Misinform Enterprise2', 'DiscoverNetworkServices 10.0.209.243'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.209.243'), ('Remove User1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.216.214'), ('Misinform User3', 'ExploitRemoteService 10.0.216.214'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.216.214'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.216.214'), ('Analyse User2', 'ExploitRemoteService 10.0.209.243'), ('Analyse Op_Host0', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.216.214'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.216.214'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.216.208/28'), ('Misinform User4', 'DiscoverNetworkServices 10.0.216.212'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.216.212'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove User1', 'ExploitRemoteService 10.0.216.212'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.216.212'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.216.214'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.216.214'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.216.214'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.216.214'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -4.799999999999997
actions: [('Misinform Enterprise2', 'DiscoverRemoteSystems 10.0.12.96/28'), ('Remove Defender', 'DiscoverNetworkServices 10.0.12.109'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.12.109'), ('Remove User1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.145.237'), ('Misinform User3', 'ExploitRemoteService 10.0.145.237'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.145.237'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.145.237'), ('Analyse User2', 'ExploitRemoteService 10.0.12.109'), ('Analyse Op_Host0', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.145.237'), ('Remove User1', 'ExploitRemoteService 10.0.145.237'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.145.237'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'DiscoverRemoteSystems 10.0.145.224/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.145.230'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.145.230'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Defender', 'ExploitRemoteService 10.0.145.230'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.145.230'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.145.230'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.145.237'), ('Remove User1', 'ExploitRemoteService 10.0.12.109'), ('Remove User1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.145.237')], total reward: -6.799999999999997
actions: [('Remove User1', 'DiscoverRemoteSystems 10.0.95.48/28'), ('Remove Op_Server0', 'DiscoverNetworkServices 10.0.95.56'), ('Remove User1', 'ExploitRemoteService 10.0.95.56'), ('Remove User1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.240.171'), ('Misinform User3', 'ExploitRemoteService 10.0.240.171'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.240.171'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.240.171'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.240.171'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.240.171'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.240.171'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.240.171'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.240.171'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.240.171'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.240.171'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.240.171'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.240.160/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.240.172'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.240.172')], total reward: -9.799999999999997
actions: [('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.108.192/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.108.206'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.108.206'), ('Misinform User4', 'PrivilegeEscalate User1'), ('Remove User1', 'DiscoverNetworkServices 10.0.52.218'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.52.218'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.108.206'), ('Misinform User4', 'ExploitRemoteService 10.0.108.206'), ('Misinform Enterprise1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.52.218'), ('Remove User1', 'ExploitRemoteService 10.0.52.218'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.52.218'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.52.218'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.52.218'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.52.218'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.52.218'), ('Analyse User2', 'ExploitRemoteService 10.0.108.206'), ('Analyse Op_Host0', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.52.218'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.52.218'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'DiscoverRemoteSystems 10.0.52.208/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.52.210'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.52.210'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2')], total reward: -6.800000000000001
actions: [('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.73.192/28'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.73.194'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.73.194'), ('Remove User1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.86.217'), ('Remove User1', 'ExploitRemoteService 10.0.86.217'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.86.217'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.86.208/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.86.214'), ('Analyse Defender', 'ExploitRemoteService 10.0.86.214'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.86.217'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.86.217'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.86.217'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.86.217'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.86.217'), ('Analyse User2', 'ExploitRemoteService 10.0.73.194'), ('Analyse Op_Host0', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.86.217'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.86.217'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.86.217'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.86.217'), ('Analyse User2', 'ExploitRemoteService 10.0.73.194')], total reward: -4.799999999999998
actions: [('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.25.128/28'), ('Misinform Op_Host0', 'DiscoverNetworkServices 10.0.25.132'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.25.132'), ('Remove User1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.11.103'), ('Misinform User3', 'ExploitRemoteService 10.0.11.103'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.11.103'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.11.103'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'DiscoverRemoteSystems 10.0.11.96/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.11.101'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.11.101'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.11.103'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.11.103'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.25.132'), ('Remove Op_Host2', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.11.103'), ('Misinform User3', 'ExploitRemoteService 10.0.11.103'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'DiscoverRemoteSystems 10.0.11.96/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.11.101'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.11.101'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.11.101'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.11.101'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2')], total reward: -11.799999999999994
actions: [('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.98.0/28'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.98.7'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.98.7'), ('Remove User1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.109.129'), ('Misinform User3', 'ExploitRemoteService 10.0.109.129'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.109.129'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.109.129'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.109.128/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.109.138'), ('Analyse Defender', 'ExploitRemoteService 10.0.109.138'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.136.5'), ('Restore Enterprise2', 'ExploitRemoteService 10.0.136.5'), ('Analyse Defender', 'ExploitRemoteService 10.0.109.138'), ('Remove User1', 'ExploitRemoteService 10.0.109.129'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.109.129'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.109.129'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.109.129'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.109.128/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.109.138'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.109.138'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2')], total reward: -12.699999999999996
actions: [('Remove Op_Host1', 'DiscoverRemoteSystems 10.0.102.64/28'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.102.69'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.102.69'), ('Remove User1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.27.149'), ('Misinform User3', 'ExploitRemoteService 10.0.27.149'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.102.69'), ('Remove User1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.27.149'), ('Remove User1', 'ExploitRemoteService 10.0.27.149'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.102.69'), ('Misinform User4', 'PrivilegeEscalate User1'), ('Remove User1', 'DiscoverNetworkServices 10.0.27.149'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.27.149'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.27.144/28'), ('Analyse Enterprise0', 'DiscoverNetworkServices 10.0.27.150'), ('Analyse Enterprise0', 'ExploitRemoteService 10.0.27.150'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove User1', 'DiscoverNetworkServices 10.0.141.50'), ('Restore Enterprise2', 'ExploitRemoteService 10.0.141.50'), ('Analyse Defender', 'ExploitRemoteService 10.0.27.150'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove User1', 'ExploitRemoteService 10.0.27.150'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove User1', 'ExploitRemoteService 10.0.27.150'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Restore Enterprise2', 'DiscoverNetworkServices 10.0.141.50'), ('Remove User1', 'ExploitRemoteService 10.0.141.50'), ('Remove User1', 'ExploitRemoteService 10.0.27.150')], total reward: -9.799999999999997
actions: [('Remove User1', 'DiscoverRemoteSystems 10.0.113.208/28'), ('Remove User1', 'DiscoverNetworkServices 10.0.113.213'), ('Remove User1', 'ExploitRemoteService 10.0.113.213'), ('Remove User1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.94.82'), ('Remove User1', 'ExploitRemoteService 10.0.94.82'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'DiscoverRemoteSystems 10.0.94.80/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.94.84'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.94.84'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Defender', 'DiscoverNetworkServices 10.0.19.58'), ('Restore Enterprise2', 'ExploitRemoteService 10.0.19.58'), ('Analyse Defender', 'ExploitRemoteService 10.0.94.84'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse Defender', 'ExploitRemoteService 10.0.94.84'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove User1', 'ExploitRemoteService 10.0.94.84'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove User1', 'ExploitRemoteService 10.0.94.84'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse User0', 'ExploitRemoteService 10.0.94.84'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse User0', 'ExploitRemoteService 10.0.94.84'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse User0', 'ExploitRemoteService 10.0.94.84'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse User0', 'ExploitRemoteService 10.0.94.84'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Analyse User0', 'ExploitRemoteService 10.0.94.84')], total reward: -9.799999999999994
actions: [('Remove Enterprise2', 'DiscoverRemoteSystems 10.0.31.160/28'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.31.174'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.31.174'), ('Remove User1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.74.181'), ('Remove User1', 'ExploitRemoteService 10.0.74.181'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.74.181'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User4', 'ExploitRemoteService 10.0.74.181'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User4', 'ExploitRemoteService 10.0.74.181'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.74.176/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.74.184'), ('Analyse Defender', 'ExploitRemoteService 10.0.74.184'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.74.181'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.74.181'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.74.181'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.74.176/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.74.184'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.74.184'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host2', 'DiscoverNetworkServices 10.0.131.245'), ('Restore Enterprise2', 'ExploitRemoteService 10.0.131.245'), ('Analyse Defender', 'ExploitRemoteService 10.0.74.184'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2')], total reward: -12.799999999999999
actions: [('Remove User1', 'DiscoverRemoteSystems 10.0.112.32/28'), ('Remove Enterprise2', 'DiscoverNetworkServices 10.0.112.43'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.112.43'), ('Remove User1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.17.233'), ('Remove User1', 'ExploitRemoteService 10.0.17.233'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.17.233'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User4', 'ExploitRemoteService 10.0.17.233'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.17.233'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User4', 'ExploitRemoteService 10.0.17.233'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User4', 'ExploitRemoteService 10.0.17.233'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.17.233'), ('Analyse User2', 'ExploitRemoteService 10.0.112.43'), ('Analyse Op_Host0', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.17.233'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.17.233'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.112.43'), ('Analyse Op_Host0', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.17.233'), ('Remove User1', 'ExploitRemoteService 10.0.17.233'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.112.43'), ('Misinform User4', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.17.233'), ('Remove User1', 'ExploitRemoteService 10.0.17.233')], total reward: -2.700000000000001
actions: [('Remove Op_Host2', 'DiscoverRemoteSystems 10.0.138.208/28'), ('Misinform User4', 'DiscoverNetworkServices 10.0.138.216'), ('Remove User1', 'ExploitRemoteService 10.0.138.216'), ('Misinform User4', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.197.227'), ('Remove User1', 'ExploitRemoteService 10.0.197.227'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.197.227'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Host2', 'ExploitRemoteService 10.0.197.227'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.197.227'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.197.227'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove User4', 'ExploitRemoteService 10.0.197.227'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.197.227'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.197.227'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'ExploitRemoteService 10.0.197.227'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.197.227'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.197.227'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.197.227'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.197.227')], total reward: -4.799999999999999
actions: [('Analyse Op_Host0', 'DiscoverRemoteSystems 10.0.21.96/28'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.21.97'), ('Analyse Op_Host0', 'ExploitRemoteService 10.0.21.97'), ('Misinform User3', 'ExploitRemoteService 10.0.21.97'), ('Remove Op_Host2', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.21.196'), ('Misinform User3', 'ExploitRemoteService 10.0.21.196'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Remove Op_Server0', 'ExploitRemoteService 10.0.21.196'), ('Analyse User2', 'ExploitRemoteService 10.0.21.97'), ('Analyse Op_Host0', 'PrivilegeEscalate User1'), ('Analyse Op_Host0', 'DiscoverNetworkServices 10.0.21.196'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.21.196'), ('Remove Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Misinform Enterprise2', 'DiscoverRemoteSystems 10.0.21.192/28'), ('Analyse User2', 'DiscoverNetworkServices 10.0.21.206'), ('Restore Enterprise1', 'ExploitRemoteService 10.0.21.206'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.21.206'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.21.206'), ('Remove Enterprise2', 'PrivilegeEscalate Enterprise2'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.21.206'), ('Remove Enterprise2', 'ExploitRemoteService 10.0.21.196'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.21.97'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.21.97'), ('Remove Op_Host1', 'ExploitRemoteService 10.0.21.97'), ('Remove User1', 'PrivilegeEscalate User1'), ('Misinform User4', 'DiscoverNetworkServices 10.0.21.196'), ('Misinform User3', 'ExploitRemoteService 10.0.21.196')], total reward: -6.699999999999996
